Company Name,Address,Phone,Website,Categories,Association,Guide State,Existing Provider Match,Source URLs,Research Status,Description
"Waterford Tank & Fabrication, Ltd","203 St Rte 83, Beverly, OH 45750",(740) 984-4100,http://www.waterfordtanks.com,Gas Compressors; Midstream Pipeline; Oilfield Products; Oilfield Services; Well Services,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listing.php?listing_id=660002747&company_name=Waterford+Tank+%26+Fabrication%2C+Ltd,Association guide discovery — verify current operations and oil/gas fit against company source,"Waterford Tank & Fabrication is the leading manufacturer of above-ground storage tanks and custom ASME pressure vessels for oil, natural gas, propane, and chemical industries and others who require..."
Welltec,"212 Commerce Park Drive, Cranberry TWP, PA 16066",(412) 995-0786,,Well Services,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Professional+Services&scat=Well+Services&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
West Penn Energy Services LLC,"865 State RT 210, Shelocta, PA 15774",(724) 354-4118,http://www.wpes-pa.com,Oilfield Construction / Contractors; Pipeline Construction; Oilfield Trucking; Trucking Services,West Virginia oil and gas industry buyers guide,WV,West Penn Energy Services,https://www.wvoilgasbuyersguide.com/listing.php?listing_id=660002280&company_name=West+Penn+Energy+Services+LLC,Association guide discovery — verify current operations and oil/gas fit against company source,"West Penn Energy Services provides the following services: Pipeline & Facility Construction, Excavation, Welding & Fabrication, Heavy Haul Trucking & Rig Moves"
"West Penn Energy Services, LLC","865 St RT 210, Shelocta, PA 15774",(412) 559-2450,,Oilfield Construction / Contractors; Pipeline Construction; Inspections; Pressure Testing; Oilfield Trucking; Trucking Services,West Virginia oil and gas industry buyers guide,WV,West Penn Energy Services,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Construction&scat=Oilfield+Construction+%2F+Contractors&num=100; https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Construction&scat=Pipeline+Construction&num=100; https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Professional+Services&scat=Inspections&num=100; https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Professional+Services&scat=Pressure+Testing&num=100; https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Transportation&scat=Oilfield+Trucking&num=100; https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Transportation&scat=Trucking+Services&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
West Virginia Oil & Gas Festival,"Post Office Box 25, Sistersville, WV 26175",(907) 978-7127,,Crude Oil Buyer and Transporter,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Transportation&scat=Crude+Oil+Buyer+and+Transporter&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
Western Branch Diesel,"1616 Metric Avenue, Canton, OH 44706",(330) 205-3840,http://www.westernbranchdiesel.com,Equipment Rental / Repairs; Trucking Services,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listing.php?listing_id=660002746&company_name=Western+Branch+Diesel,Association guide discovery — verify current operations and oil/gas fit against company source,"Western Branch Diesel is a distributor and service provider for Detroit Diesel, MTU, Volvo Penta and Allison Transmissions. Headquartered in Portsmouth, Virginia, Western Branch Diesel operates out of 12..."
Williams,"100 Teletech Drive, Moundsville, WV 26041",(304) 843-3100,http://www.williams.com,Gas Processing,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listing.php?listing_id=660002491&company_name=Williams,Association guide discovery — verify current operations and oil/gas fit against company source,"Williams handles 30% of the natural gas in the United States that is used every day to heat our homes, cook our food and generate electricity. We work with..."
Williams,"2000 Commerce Drive, Park Place Corp Center Two, Pittsburgh, PA 15275",(505) 787-7698,,Gas Processing,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Gas&scat=Gas+Processing&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
"Worldwide Equipment of WV, Inc.","Post Office Box 171, Jane Lew, WV 26378",(304) 884-7815,,Trucking Services,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Transportation&scat=Trucking+Services&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
WV Oil and Gas Museum,"Post Office Box 1685, Parkersburg, WV 26101",(304) 481-0332,,Crude Oil Buyer and Transporter,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Transportation&scat=Crude+Oil+Buyer+and+Transporter&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
WV Oil Marketers and Grocers Association,"2006 Kanawha BLVD East, Charleston, WV 25311",(304) 552-4441,,Crude Oil Buyer and Transporter,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Transportation&scat=Crude+Oil+Buyer+and+Transporter&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
Zefiro Methane Corp,"501 E Las Olas BLVD, Suite 200, Fort Lauderdale, FL 33301",(814) 596-0038,,Environmental Services; Oilfield Services,West Virginia oil and gas industry buyers guide,WV,,https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Professional+Services&scat=Environmental+Services&num=100; https://www.wvoilgasbuyersguide.com/listings.php?section_id=%25&cat=Professional+Services&scat=Oilfield+Services&num=100,Association guide discovery — verify current operations and oil/gas fit against company source,
